order,family,genus,genus.species
Siluriformes,Loricariidae,Pseudotocinclus,Pseudotocinclus tietensis
Siluriformes,Loricariidae,Pseudotothyris,Pseudotothyris janeirensis
Siluriformes,Loricariidae,Pseudotothyris,Pseudotothyris obtusa
Siluriformes,Loricariidae,Pterosturisoma,Pterosturisoma microps
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys ambrosettii
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys anisitsi
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys disjunctivus
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys etentaculatus
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys gibbiceps
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys joselimaianus
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys lituratus
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys multiradiatus
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys pardalis
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys parnaibae
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys punctatus
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys scrophus
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys undecimalis
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys weberi
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys xinguensis
Siluriformes,Loricariidae,Pterygoplichthys,Pterygoplichthys zuliaensis
Siluriformes,Loricariidae,Pyxiloricaria,Pyxiloricaria menezesi
Siluriformes,Loricariidae,Reganella,Reganella depressa
Siluriformes,Loricariidae,Rhadinoloricaria,Rhadinoloricaria macromystax
Siluriformes,Loricariidae,Rhinelepis,Rhinelepis aspera
Siluriformes,Loricariidae,Rhinelepis,Rhinelepis strigosa
Siluriformes,Loricariidae,Rhinolekos,Rhinolekos britskii
Siluriformes,Loricariidae,Rhinolekos,Rhinolekos garavelloi
Siluriformes,Loricariidae,Rhinolekos,Rhinolekos schaeferi
Siluriformes,Loricariidae,Ricola,Ricola macrops
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria aequalicuspis
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria altipinnis
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria anhaguapitan
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria anitae
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria aurata
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria baliola
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria beni
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria cacerensis
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria cadeae
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria capitonia
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria caracasensis
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria castroi
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria catamarcensis
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria cubataonis
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria daraha
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria eigenmanni
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria fallax
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria felipponei
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria formosa
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria hasemani
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria henselii
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria heteroptera
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria hoehnei
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria isaaci
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria jaraguensis
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria jubata
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria konopickyi
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria kronei
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria lanceolata
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria langei
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria latirostris
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria lima
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria longicauda
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria maacki
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria magdalenae
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria malabarbai
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria maquinensis
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria melini
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria microlepidogaster
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria microlepidota
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria misionera
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria morrowi
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria nigricauda
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria osvaldoi
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria pareiacantha
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria parva
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria pentamaculata
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria phoxocephala
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria platyura
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria quadrensis
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria reisi
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria sanga
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria setepovos
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria sneiderni
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria steindachneri
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria stellata
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria stewarti
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria strigilata
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria teffeana
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria thrissoceps
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria tropeira
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria wolfei
Siluriformes,Loricariidae,Rineloricaria,Rineloricaria zaina
Siluriformes,Loricariidae,Schizolecis,Schizolecis guntheri
Siluriformes,Loricariidae,Scobinancistrus,Scobinancistrus aureatus
Siluriformes,Loricariidae,Scobinancistrus,Scobinancistrus pariolispos
Siluriformes,Loricariidae,Soromonichthys,Soromonichthys stearleyi
Siluriformes,Loricariidae,Spatuloricaria,Spatuloricaria atratoensis
Siluriformes,Loricariidae,Spatuloricaria,Spatuloricaria caquetae
Siluriformes,Loricariidae,Spatuloricaria,Spatuloricaria curvispina
Siluriformes,Loricariidae,Spatuloricaria,Spatuloricaria euacanthagenys
Siluriformes,Loricariidae,Spatuloricaria,Spatuloricaria evansii
Siluriformes,Loricariidae,Spatuloricaria,Spatuloricaria fimbriata
Siluriformes,Loricariidae,Spatuloricaria,Spatuloricaria gymnogaster
Siluriformes,Loricariidae,Spatuloricaria,Spatuloricaria lagoichthys
Siluriformes,Loricariidae,Spatuloricaria,Spatuloricaria nudiventris
Siluriformes,Loricariidae,Spatuloricaria,Spatuloricaria phelpsi
Siluriformes,Loricariidae,Spatuloricaria,Spatuloricaria puganensis
Siluriformes,Loricariidae,Spectracanthicus,Spectracanthicus murinus
Siluriformes,Loricariidae,Squaliforma,Squaliforma annae
Siluriformes,Loricariidae,Squaliforma,Squaliforma biseriata
Siluriformes,Loricariidae,Squaliforma,Squaliforma emarginata
Siluriformes,Loricariidae,Squaliforma,Squaliforma gomesi
Siluriformes,Loricariidae,Squaliforma,Squaliforma horrida
Siluriformes,Loricariidae,Squaliforma,Squaliforma phrixosoma
Siluriformes,Loricariidae,Squaliforma,Squaliforma scopularia
Siluriformes,Loricariidae,Squaliforma,Squaliforma squalina
Siluriformes,Loricariidae,Squaliforma,Squaliforma tenuicauda
Siluriformes,Loricariidae,Squaliforma,Squaliforma tenuis
Siluriformes,Loricariidae,Squaliforma,Squaliforma villarsi
Siluriformes,Loricariidae,Squaliforma,Squaliforma virescens
Siluriformes,Loricariidae,Sturisoma,Sturisoma aureum
Siluriformes,Loricariidae,Sturisoma,Sturisoma barbatum
Siluriformes,Loricariidae,Sturisoma,Sturisoma brevirostre
Siluriformes,Loricariidae,Sturisoma,Sturisoma dariense
Siluriformes,Loricariidae,Sturisoma,Sturisoma festivum
Siluriformes,Loricariidae,Sturisoma,Sturisoma frenatum
Siluriformes,Loricariidae,Sturisoma,Sturisoma guentheri
Siluriformes,Loricariidae,Sturisoma,Sturisoma kneri
Siluriformes,Loricariidae,Sturisoma,Sturisoma lyra
Siluriformes,Loricariidae,Sturisoma,Sturisoma monopelte
Siluriformes,Loricariidae,Sturisoma,Sturisoma nigrirostrum
Siluriformes,Loricariidae,Sturisoma,Sturisoma panamense
Siluriformes,Loricariidae,Sturisoma,Sturisoma robustum
Siluriformes,Loricariidae,Sturisoma,Sturisoma rostratum
Siluriformes,Loricariidae,Sturisoma,Sturisoma tenuirostre
Siluriformes,Loricariidae,Sturisomatichthys,Sturisomatichthys caquetae
Siluriformes,Loricariidae,Sturisomatichthys,Sturisomatichthys citurensis
Siluriformes,Loricariidae,Sturisomatichthys,Sturisomatichthys leightoni
Siluriformes,Loricariidae,Sturisomatichthys,Sturisomatichthys tamanae
Siluriformes,Nematogenyidae,Nematogenys,Nematogenys inermis
Siluriformes,Scoloplacidae,Scoloplax,Scoloplax baileyi
Siluriformes,Scoloplacidae,Scoloplax,Scoloplax baskini
Siluriformes,Scoloplacidae,Scoloplax,Scoloplax dicra
Siluriformes,Scoloplacidae,Scoloplax,Scoloplax distolothrix
Siluriformes,Scoloplacidae,Scoloplax,Scoloplax dolicholophia
Siluriformes,Scoloplacidae,Scoloplax,Scoloplax empousa
Siluriformes,Trichomycteridae,Acanthopoma,Acanthopoma annectens
Siluriformes,Trichomycteridae,Ammoglanis,Ammoglanis amapaensis
Siluriformes,Trichomycteridae,Ammoglanis,Ammoglanis diaphanus
Siluriformes,Trichomycteridae,Ammoglanis,Ammoglanis pulex
Siluriformes,Trichomycteridae,Apomatoceros,Apomatoceros alleni
Siluriformes,Trichomycteridae,Bullockia,Bullockia maldonadoi
Siluriformes,Trichomycteridae,Copionodon,Copionodon lianae
Siluriformes,Trichomycteridae,Copionodon,Copionodon orthiocarinatus
Siluriformes,Trichomycteridae,Copionodon,Copionodon pecten
Siluriformes,Trichomycteridae,Eremophilus,Eremophilus mutisii
Siluriformes,Trichomycteridae,Glanapteryx,Glanapteryx anguilla
Siluriformes,Trichomycteridae,Glanapteryx,Glanapteryx niobium
Siluriformes,Trichomycteridae,Glaphyropoma,Glaphyropoma rodriguesi
Siluriformes,Trichomycteridae,Glaphyropoma,Glaphyropoma spinosum
Siluriformes,Trichomycteridae,Haemomaster,Haemomaster venezuelae
Siluriformes,Trichomycteridae,Hatcheria,Hatcheria macraei
Siluriformes,Trichomycteridae,Henonemus,Henonemus intermedius
Siluriformes,Trichomycteridae,Henonemus,Henonemus macrops
Siluriformes,Trichomycteridae,Henonemus,Henonemus punctatus
Siluriformes,Trichomycteridae,Henonemus,Henonemus taxistigmus
Siluriformes,Trichomycteridae,Henonemus,Henonemus triacanthopomus
Siluriformes,Trichomycteridae,Homodiaetus,Homodiaetus anisitsi
Siluriformes,Trichomycteridae,Homodiaetus,Homodiaetus banguela
Siluriformes,Trichomycteridae,Homodiaetus,Homodiaetus graciosa
Siluriformes,Trichomycteridae,Homodiaetus,Homodiaetus passarellii
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis agreste
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis amazonicus
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis bambui
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis cahyensis
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis eichorniarum
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis epikarsticus
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis gracilior
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis guayaberensis
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis herberti
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis ina
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis laticeps
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis macunaima
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis mambai
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis metae
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis nebulosus
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis paraguassuensis
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis parahybae
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis parkoi
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis passensis
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis proops
Siluriformes,Trichomycteridae,Ituglanis,Ituglanis ramiroi
Siluriformes,Trichomycteridae,Listrura,Listrura boticario
Siluriformes,Trichomycteridae,Listrura,Listrura camposi
Siluriformes,Trichomycteridae,Listrura,Listrura costai
Siluriformes,Trichomycteridae,Listrura,Listrura nematopteryx
Siluriformes,Trichomycteridae,Listrura,Listrura picinguabae
Siluriformes,Trichomycteridae,Listrura,Listrura tetraradiata
Siluriformes,Trichomycteridae,Malacoglanis,Malacoglanis gelatinosus
Siluriformes,Trichomycteridae,Megalocentor,Megalocentor echthrus
Siluriformes,Trichomycteridae,Microcambeva,Microcambeva barbata
Siluriformes,Trichomycteridae,Microcambeva,Microcambeva draco
Siluriformes,Trichomycteridae,Microcambeva,Microcambeva ribeirae
Siluriformes,Trichomycteridae,Miuroglanis,Miuroglanis platycephalus
Siluriformes,Trichomycteridae,Ochmacanthus,Ochmacanthus alternus
Siluriformes,Trichomycteridae,Ochmacanthus,Ochmacanthus batrachostomus
Siluriformes,Trichomycteridae,Ochmacanthus,Ochmacanthus flabelliferus
Siluriformes,Trichomycteridae,Ochmacanthus,Ochmacanthus orinoco
Siluriformes,Trichomycteridae,Ochmacanthus,Ochmacanthus reinhardtii
Siluriformes,Trichomycteridae,Paracanthopoma,Paracanthopoma parva
Siluriformes,Trichomycteridae,Parastegophilus,Parastegophilus maculatus
Siluriformes,Trichomycteridae,Parastegophilus,Parastegophilus paulensis
Siluriformes,Trichomycteridae,Paravandellia,Paravandellia oxyptera
Siluriformes,Trichomycteridae,Paravandellia,Paravandellia phaneronema
Siluriformes,Trichomycteridae,Pareiodon,Pareiodon microps
Siluriformes,Trichomycteridae,Plectrochilus,Plectrochilus diabolicus
Siluriformes,Trichomycteridae,Plectrochilus,Plectrochilus machadoi
Siluriformes,Trichomycteridae,Plectrochilus,Plectrochilus wieneri
Siluriformes,Trichomycteridae,Pseudostegophilus,Pseudostegophilus haemomyzon
Siluriformes,Trichomycteridae,Pseudostegophilus,Pseudostegophilus nemurus
Siluriformes,Trichomycteridae,Pygidianops,Pygidianops amphioxus
Siluriformes,Trichomycteridae,Pygidianops,Pygidianops cuao
Siluriformes,Trichomycteridae,Pygidianops,Pygidianops eigenmanni
Siluriformes,Trichomycteridae,Pygidianops,Pygidianops magoi
Siluriformes,Trichomycteridae,Rhizosomichthys,Rhizosomichthys totae
Siluriformes,Trichomycteridae,Sarcoglanis,Sarcoglanis simplex
Siluriformes,Trichomycteridae,Schultzichthys,Schultzichthys bondi
Siluriformes,Trichomycteridae,Schultzichthys,Schultzichthys gracilis
Siluriformes,Trichomycteridae,Scleronema,Scleronema angustirostre
Siluriformes,Trichomycteridae,Scleronema,Scleronema minutum
Siluriformes,Trichomycteridae,Scleronema,Scleronema operculatum
Siluriformes,Trichomycteridae,Silvinichthys,Silvinichthys bortayro
Siluriformes,Trichomycteridae,Silvinichthys,Silvinichthys leoncitensis
Siluriformes,Trichomycteridae,Silvinichthys,Silvinichthys mendozensis
Siluriformes,Trichomycteridae,Stauroglanis,Stauroglanis gouldingi
Siluriformes,Trichomycteridae,Stegophilus,Stegophilus insidiosus
Siluriformes,Trichomycteridae,Stegophilus,Stegophilus panzeri
Siluriformes,Trichomycteridae,Stegophilus,Stegophilus septentrionalis
Siluriformes,Trichomycteridae,Stenolicmus,Stenolicmus ix
Siluriformes,Trichomycteridae,Stenolicmus,Stenolicmus sarmientoi
Siluriformes,Trichomycteridae,Trichogenes,Trichogenes claviger
Siluriformes,Trichomycteridae,Trichogenes,Trichogenes longipinnis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus aguarague
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus albinotatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus alternatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus alterus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus anhanga
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus areolatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus argos
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus arleoi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus atochae
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus auroguttatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus bahianus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus balios
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus ballesterosi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus banneaui
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus barbouri
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus belensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus bogotensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus bomboizanus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus borellii
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus boylei
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus brachykechenos
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus brasiliensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus brunoi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus cachiraensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus caipora
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus caliensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus candidus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus castroi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus catamarcensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus caudofasciatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus celsae
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus chaberti
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus chapmani
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus chiltoni
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus chungaraensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus claudiae
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus concolor
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus conradi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus corduvensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus crassicaudatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus dali
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus davisi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus diabolus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus diatropoporos
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus dispar
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus dorsostriatum
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus duellmani
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus emanueli
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus fassli
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus fuliginosus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus gabrieli
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus giganteus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus goeldii
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus gorgona
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus guaraquessaba
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus guianense
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus hasemani
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus heterodontus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus hualco
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus igobi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus iheringi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus immaculatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus itacambirussu
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus itacarambiensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus itatiayae
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus jacupiranga
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus jequitinhonhae
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus johnsoni
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus knerii
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus landinga
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus latidens
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus latistriatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus laucaensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus lewi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus longibarbatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus macrophthalmus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus macrotrichopterus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus maculosus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus maldonadoi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus maracaiboensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus maracaya
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus mariamole
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus mboycy
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus megantoni
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus meridae
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus migrans
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus mimonha
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus minus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus mirissumba
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus mondolfi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus motatanensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus naipi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus nigricans
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus nigroauratus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus nigromaculatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus novalimensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus oroyae
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus pantherinus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus paolence
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus papilliferus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus paquequerense
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus pauciradiatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus payaya
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus perkos
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus pirabitira
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus piurae
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus plumbeus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus poikilos
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus potschi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus pradensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus pseudosilvinichthys
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus punctatissimus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus punctulatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus puriventris
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus ramosus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus regani
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus reinhardti
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus retropinnis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus riojanus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus rivulatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus roigi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus romeroi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus rubbioli
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus rubiginosus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus ruitoquensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus sandovali
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus santaeritae
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus santanderensis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus sketi
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus spegazzinii
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus spelaeus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus spilosoma
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus stawiarski
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus stellatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus straminius
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus striatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus taczanowskii
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus taenia
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus taeniops
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus taroba
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus tenuis
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus tete
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus therma
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus tiraquae
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus transandianus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus trefauti
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus triguttatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus tropeiro
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus tupinamba
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus uisae
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus unicolor
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus variegatus
Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus venulosus
